"Site" "F01" "F12" "F23" "F34" "F45" "F56" "F67" "F78" "F89" "F910" "F1011" "Year" "Month" "Day" "Hour" "Rep" "File" "Sites"
"4686" "CE03" 18 2 5042 37 58 0 0 9 1 0 0 "2017" "11" "17" "22" "06" "CE03_20171117_220000.wav5" "Ceibo"
"4687" "CE03" 125 58 4925 7 52 0 0 0 0 0 0 "2017" "11" "17" "23" "01" "CE03_20171117_230000.wav" "Ceibo"
"4688" "CE03" 52 45 4805 12 253 0 0 0 0 0 0 "2017" "11" "17" "23" "02" "CE03_20171117_230000.wav1" "Ceibo"
"4689" "CE03" 48 39 4995 21 64 0 0 0 0 0 0 "2017" "11" "17" "23" "03" "CE03_20171117_230000.wav2" "Ceibo"
"4690" "CE03" 42 31 5086 3 0 0 0 0 5 0 0 "2017" "11" "17" "23" "04" "CE03_20171117_230000.wav3" "Ceibo"
"4691" "CE03" 389 177 4568 21 2 0 0 0 10 0 0 "2017" "11" "17" "23" "05" "CE03_20171117_230000.wav4" "Ceibo"
"4692" "CE03" 96 6 4758 20 278 0 0 0 9 0 0 "2017" "11" "17" "23" "06" "CE03_20171117_230000.wav5" "Ceibo"
"4693" "CE03" 763 26 4357 17 0 0 0 0 4 0 0 "2017" "11" "18" "00" "01" "CE03_20171118_000000.wav" "Ceibo"
"4694" "CE03" 266 5 4868 14 0 0 0 4 10 0 0 "2017" "11" "18" "00" "02" "CE03_20171118_000000.wav1" "Ceibo"
"4695" "CE03" 381 21 4754 5 0 0 0 1 5 0 0 "2017" "11" "18" "00" "03" "CE03_20171118_000000.wav2" "Ceibo"
"4696" "CE03" 454 53 4623 22 0 0 0 5 10 0 0 "2017" "11" "18" "00" "04" "CE03_20171118_000000.wav3" "Ceibo"
"4697" "CE03" 93 7 4906 13 146 0 0 1 1 0 0 "2017" "11" "18" "00" "05" "CE03_20171118_000000.wav4" "Ceibo"
"4698" "CE03" 153 32 4617 30 318 0 0 5 12 0 0 "2017" "11" "18" "00" "06" "CE03_20171118_000000.wav5" "Ceibo"
"4699" "CE03" 763 10 4334 58 2 0 0 0 0 0 0 "2017" "11" "18" "01" "01" "CE03_20171118_010000.wav" "Ceibo"
"4700" "CE03" 504 4 4634 17 0 0 0 8 0 0 0 "2017" "11" "18" "01" "02" "CE03_20171118_010000.wav1" "Ceibo"
"4701" "CE03" 1751 28 3348 31 8 0 0 1 0 0 0 "2017" "11" "18" "01" "03" "CE03_20171118_010000.wav2" "Ceibo"
"4702" "CE03" 1514 18 3588 47 0 0 0 0 0 0 0 "2017" "11" "18" "01" "04" "CE03_20171118_010000.wav3" "Ceibo"
"4703" "CE03" 1311 16 3802 38 0 0 0 0 0 0 0 "2017" "11" "18" "01" "05" "CE03_20171118_010000.wav4" "Ceibo"
"4704" "CE03" 932 19 4203 13 0 0 0 0 0 0 0 "2017" "11" "18" "01" "06" "CE03_20171118_010000.wav5" "Ceibo"
"4705" "CE03" 2825 218 2121 1 0 0 0 0 2 0 0 "2017" "11" "18" "02" "01" "CE03_20171118_020000.wav" "Ceibo"
"4706" "CE03" 2737 412 1878 0 0 0 1 136 3 0 0 "2017" "11" "18" "02" "02" "CE03_20171118_020000.wav1" "Ceibo"
"4707" "CE03" 2403 236 2366 124 0 28 7 0 3 0 0 "2017" "11" "18" "02" "03" "CE03_20171118_020000.wav2" "Ceibo"
"4708" "CE03" 3089 267 1754 6 51 0 0 0 0 0 0 "2017" "11" "18" "02" "05" "CE03_20171118_020000.wav4" "Ceibo"
"4709" "CE03" 2829 396 1941 1 0 0 0 0 0 0 0 "2017" "11" "18" "02" "06" "CE03_20171118_020000.wav5" "Ceibo"
"4710" "CE03" 3896 384 842 45 0 0 0 0 0 0 0 "2017" "11" "18" "12" "01" "CE03_20171118_120000.wav" "Ceibo"
"4711" "CE03" 6 140 4882 122 1 0 0 1 15 0 0 "2017" "11" "18" "18" "01" "CE03_20171118_180000.wav" "Ceibo"
"4712" "CE03" 9 226 4723 207 0 0 0 0 2 0 0 "2017" "11" "18" "18" "02" "CE03_20171118_180000.wav1" "Ceibo"
"4713" "CE03" 12 170 4725 231 0 0 0 2 27 0 0 "2017" "11" "18" "18" "03" "CE03_20171118_180000.wav2" "Ceibo"
"4714" "CE03" 73 154 4812 119 0 0 0 6 3 0 0 "2017" "11" "18" "18" "04" "CE03_20171118_180000.wav3" "Ceibo"
"4715" "CE03" 112 26 4807 202 0 0 0 6 14 0 0 "2017" "11" "18" "18" "05" "CE03_20171118_180000.wav4" "Ceibo"
"4716" "CE03" 36 193 4541 356 0 0 0 2 39 0 0 "2017" "11" "18" "18" "06" "CE03_20171118_180000.wav5" "Ceibo"
"4717" "CE03" 183 60 4705 151 0 0 0 0 68 0 0 "2017" "11" "18" "19" "01" "CE03_20171118_190000.wav" "Ceibo"
"4718" "CE03" 111 34 4775 172 0 0 0 0 75 0 0 "2017" "11" "18" "19" "02" "CE03_20171118_190000.wav1" "Ceibo"
"4719" "CE03" 362 66 4276 365 1 0 0 9 88 0 0 "2017" "11" "18" "19" "03" "CE03_20171118_190000.wav2" "Ceibo"
"4720" "CE03" 233 80 4574 146 2 0 0 32 100 0 0 "2017" "11" "18" "19" "04" "CE03_20171118_190000.wav3" "Ceibo"
"4721" "CE03" 894 48 3808 177 10 0 0 125 105 0 0 "2017" "11" "18" "19" "05" "CE03_20171118_190000.wav4" "Ceibo"
"4722" "CE03" 1475 149 3184 163 33 0 0 60 103 0 0 "2017" "11" "18" "19" "06" "CE03_20171118_190000.wav5" "Ceibo"
"4723" "CE03" 148 144 4776 84 3 0 0 10 2 0 0 "2017" "11" "18" "20" "01" "CE03_20171118_200000.wav" "Ceibo"
"4724" "CE03" 397 299 4151 304 7 0 0 9 0 0 0 "2017" "11" "18" "20" "02" "CE03_20171118_200000.wav1" "Ceibo"
"4725" "CE03" 58 112 4902 94 0 0 0 0 1 0 0 "2017" "11" "18" "20" "03" "CE03_20171118_200000.wav2" "Ceibo"
"4726" "CE03" 401 207 4211 322 11 0 0 12 3 0 0 "2017" "11" "18" "20" "04" "CE03_20171118_200000.wav3" "Ceibo"
"4727" "CE03" 105 124 4883 40 1 1 0 10 3 0 0 "2017" "11" "18" "20" "05" "CE03_20171118_200000.wav4" "Ceibo"
"4728" "CE03" 28 76 5024 32 0 5 0 1 1 0 0 "2017" "11" "18" "20" "06" "CE03_20171118_200000.wav5" "Ceibo"
"4729" "CE03" 685 74 4172 127 0 0 0 86 23 0 0 "2017" "11" "18" "21" "01" "CE03_20171118_210000.wav" "Ceibo"
"4730" "CE03" 1232 79 3512 159 0 0 0 149 36 0 0 "2017" "11" "18" "21" "02" "CE03_20171118_210000.wav1" "Ceibo"
"4731" "CE03" 124 16 4690 110 0 0 0 196 31 0 0 "2017" "11" "18" "21" "03" "CE03_20171118_210000.wav2" "Ceibo"
"4732" "CE03" 123 58 4638 127 0 0 0 185 36 0 0 "2017" "11" "18" "21" "04" "CE03_20171118_210000.wav3" "Ceibo"
"4733" "CE03" 76 56 4765 61 0 0 2 172 35 0 0 "2017" "11" "18" "21" "05" "CE03_20171118_210000.wav4" "Ceibo"
"4734" "CE03" 105 85 4694 56 0 0 0 175 52 0 0 "2017" "11" "18" "21" "06" "CE03_20171118_210000.wav5" "Ceibo"
"4735" "CE03" 187 56 4768 78 0 0 0 31 44 3 0 "2017" "11" "18" "22" "01" "CE03_20171118_220000.wav" "Ceibo"
"4736" "CE03" 578 83 4452 46 0 0 0 0 8 0 0 "2017" "11" "18" "22" "02" "CE03_20171118_220000.wav1" "Ceibo"
"4737" "CE03" 616 146 4321 47 0 0 0 0 37 0 0 "2017" "11" "18" "22" "03" "CE03_20171118_220000.wav2" "Ceibo"
"4738" "CE03" 635 222 4209 55 0 0 0 1 45 0 0 "2017" "11" "18" "22" "04" "CE03_20171118_220000.wav3" "Ceibo"
"4739" "CE03" 106 25 4934 30 0 0 0 10 59 3 0 "2017" "11" "18" "22" "05" "CE03_20171118_220000.wav4" "Ceibo"
"4740" "CE03" 35 9 4896 19 183 0 0 0 25 0 0 "2017" "11" "18" "22" "06" "CE03_20171118_220000.wav5" "Ceibo"
"4741" "CE03" 2555 1 2551 6 36 0 0 1 17 0 0 "2017" "11" "18" "23" "01" "CE03_20171118_230000.wav" "Ceibo"
"4742" "CE03" 1806 0 3304 38 0 0 0 14 5 0 0 "2017" "11" "18" "23" "02" "CE03_20171118_230000.wav1" "Ceibo"
"4743" "CE03" 278 9 4803 46 0 1 0 3 27 0 0 "2017" "11" "18" "23" "03" "CE03_20171118_230000.wav2" "Ceibo"
"4744" "CE03" 136 14 4912 51 54 0 0 0 0 0 0 "2017" "11" "18" "23" "04" "CE03_20171118_230000.wav3" "Ceibo"
"4745" "CE03" 176 18 4487 118 292 0 0 39 37 0 0 "2017" "11" "18" "23" "05" "CE03_20171118_230000.wav4" "Ceibo"
"4746" "CE03" 138 15 4518 75 374 0 0 18 29 0 0 "2017" "11" "18" "23" "06" "CE03_20171118_230000.wav5" "Ceibo"
"4747" "CE03" 257 177 4709 18 5 0 0 0 1 0 0 "2017" "11" "19" "00" "01" "CE03_20171119_000000.wav" "Ceibo"
"4748" "CE03" 63 67 4409 64 564 0 0 0 0 0 0 "2017" "11" "19" "00" "02" "CE03_20171119_000000.wav1" "Ceibo"
"4749" "CE03" 276 102 3608 24 1157 0 0 0 0 0 0 "2017" "11" "19" "00" "03" "CE03_20171119_000000.wav2" "Ceibo"
"4750" "CE03" 147 93 3990 170 765 1 1 0 0 0 0 "2017" "11" "19" "00" "04" "CE03_20171119_000000.wav3" "Ceibo"
"4751" "CE03" 340 157 4626 35 6 3 0 0 0 0 0 "2017" "11" "19" "00" "05" "CE03_20171119_000000.wav4" "Ceibo"
"4752" "CE03" 233 262 4507 159 6 0 0 0 0 0 0 "2017" "11" "19" "00" "06" "CE03_20171119_000000.wav5" "Ceibo"
"4753" "CE03" 368 488 3531 68 712 0 0 0 0 0 0 "2017" "11" "19" "01" "01" "CE03_20171119_010000.wav" "Ceibo"
"4754" "CE03" 282 192 3919 25 749 0 0 0 0 0 0 "2017" "11" "19" "01" "02" "CE03_20171119_010000.wav1" "Ceibo"
"4755" "CE03" 223 312 4603 5 24 0 0 0 0 0 0 "2017" "11" "19" "01" "03" "CE03_20171119_010000.wav2" "Ceibo"
"4756" "CE03" 315 374 4411 56 10 1 0 0 0 0 0 "2017" "11" "19" "01" "04" "CE03_20171119_010000.wav3" "Ceibo"
"4757" "CE03" 442 403 4190 33 99 0 0 0 0 0 0 "2017" "11" "19" "01" "05" "CE03_20171119_010000.wav4" "Ceibo"
"4758" "CE03" 260 210 4087 21 589 0 0 0 0 0 0 "2017" "11" "19" "01" "06" "CE03_20171119_010000.wav5" "Ceibo"
"4759" "CE03" 256 176 4397 34 304 0 0 0 0 0 0 "2017" "11" "19" "02" "01" "CE03_20171119_020000.wav" "Ceibo"
"4760" "CE03" 373 297 4472 23 0 0 0 1 1 0 0 "2017" "11" "19" "02" "02" "CE03_20171119_020000.wav1" "Ceibo"
"4761" "CE03" 329 252 4563 22 1 0 0 0 0 0 0 "2017" "11" "19" "02" "03" "CE03_20171119_020000.wav2" "Ceibo"
"4762" "CE03" 495 283 4358 30 0 1 0 0 0 0 0 "2017" "11" "19" "02" "04" "CE03_20171119_020000.wav3" "Ceibo"
"4763" "CE03" 435 190 4522 12 8 0 0 0 0 0 0 "2017" "11" "19" "02" "05" "CE03_20171119_020000.wav4" "Ceibo"
"4764" "CE03" 1035 488 3190 22 432 0 0 0 0 0 0 "2017" "11" "19" "02" "06" "CE03_20171119_020000.wav5" "Ceibo"
"4765" "CE03" 361 390 4132 15 268 0 0 1 0 0 0 "2017" "11" "19" "03" "01" "CE03_20171119_030000.wav" "Ceibo"
"4766" "CE03" 602 523 4032 8 0 0 0 2 0 0 0 "2017" "11" "19" "03" "02" "CE03_20171119_030000.wav1" "Ceibo"
"4767" "CE03" 650 375 4097 44 0 0 0 1 0 0 0 "2017" "11" "19" "03" "03" "CE03_20171119_030000.wav2" "Ceibo"
"4768" "CE03" 486 275 4370 36 0 0 0 0 0 0 0 "2017" "11" "19" "03" "04" "CE03_20171119_030000.wav3" "Ceibo"
"4769" "CE03" 616 281 4261 9 0 0 0 0 0 0 0 "2017" "11" "19" "03" "05" "CE03_20171119_030000.wav4" "Ceibo"
"4770" "CE03" 1334 266 3564 3 0 0 0 0 0 0 0 "2017" "11" "19" "03" "06" "CE03_20171119_030000.wav5" "Ceibo"
"4771" "CE03" 2541 0 1 2625 0 0 0 0 0 0 0 "2017" "11" "19" "13" "03" "CE03_20171119_130000.wav2" "Ceibo"
"4772" "CE03" 2078 146 486 2457 0 0 0 0 0 0 0 "2017" "11" "19" "13" "04" "CE03_20171119_130000.wav3" "Ceibo"
"4773" "CE03" 2740 311 2101 15 0 0 0 0 0 0 0 "2017" "11" "19" "13" "05" "CE03_20171119_130000.wav4" "Ceibo"
"4774" "CE03" 1331 329 3457 50 0 0 0 0 0 0 0 "2017" "11" "19" "13" "06" "CE03_20171119_130000.wav5" "Ceibo"
"4775" "CE03" 617 0 4126 424 0 0 0 0 0 0 0 "2017" "11" "19" "18" "01" "CE03_20171119_180000.wav" "Ceibo"
"4776" "CE03" 1 25 4718 422 0 0 0 0 1 0 0 "2017" "11" "19" "18" "02" "CE03_20171119_180000.wav1" "Ceibo"
"4777" "CE03" 1 70 4739 357 0 0 0 0 0 0 0 "2017" "11" "19" "18" "03" "CE03_20171119_180000.wav2" "Ceibo"
"4778" "CE03" 1 13 4765 388 0 0 0 0 0 0 0 "2017" "11" "19" "18" "04" "CE03_20171119_180000.wav3" "Ceibo"
"4779" "CE03" 2 22 4815 325 0 0 0 0 3 0 0 "2017" "11" "19" "18" "05" "CE03_20171119_180000.wav4" "Ceibo"
"4780" "CE03" 0 39 4900 226 0 0 0 0 2 0 0 "2017" "11" "19" "18" "06" "CE03_20171119_180000.wav5" "Ceibo"
"4781" "CE03" 215 179 4662 93 7 0 0 6 5 0 0 "2017" "11" "19" "19" "01" "CE03_20171119_190000.wav" "Ceibo"
"4782" "CE03" 56 113 4786 209 0 0 0 3 0 0 0 "2017" "11" "19" "19" "02" "CE03_20171119_190000.wav1" "Ceibo"
"4783" "CE03" 25 48 5003 91 0 0 0 0 0 0 0 "2017" "11" "19" "19" "03" "CE03_20171119_190000.wav2" "Ceibo"
"4784" "CE03" 2 40 5071 53 0 0 0 1 0 0 0 "2017" "11" "19" "19" "04" "CE03_20171119_190000.wav3" "Ceibo"
"4785" "CE03" 16 36 5049 66 0 0 0 0 0 0 0 "2017" "11" "19" "19" "05" "CE03_20171119_190000.wav4" "Ceibo"
"4786" "CE03" 34 97 4918 117 0 0 0 0 1 0 0 "2017" "11" "19" "19" "06" "CE03_20171119_190000.wav5" "Ceibo"
"4787" "CE03" 77 156 4679 236 0 0 0 8 11 0 0 "2017" "11" "19" "20" "01" "CE03_20171119_200000.wav" "Ceibo"
"4788" "CE03" 65 114 4855 102 0 0 0 11 19 1 0 "2017" "11" "19" "20" "02" "CE03_20171119_200000.wav1" "Ceibo"
"4789" "CE03" 9 37 5037 84 0 0 0 0 0 0 0 "2017" "11" "19" "20" "03" "CE03_20171119_200000.wav2" "Ceibo"
"4790" "CE03" 6 74 5009 76 0 0 0 2 0 0 0 "2017" "11" "19" "20" "04" "CE03_20171119_200000.wav3" "Ceibo"
"4791" "CE03" 14 46 4966 140 0 0 0 0 1 0 0 "2017" "11" "19" "20" "05" "CE03_20171119_200000.wav4" "Ceibo"
"4792" "CE03" 7 71 4979 110 0 0 0 0 0 0 0 "2017" "11" "19" "20" "06" "CE03_20171119_200000.wav5" "Ceibo"
"4793" "CE03" 14 45 5024 69 0 0 0 6 9 0 0 "2017" "11" "19" "21" "01" "CE03_20171119_210000.wav" "Ceibo"
"4794" "CE03" 20 24 4931 182 0 0 0 5 5 0 0 "2017" "11" "19" "21" "02" "CE03_20171119_210000.wav1" "Ceibo"
"4795" "CE03" 221 160 4513 222 11 0 0 8 32 0 0 "2017" "11" "19" "21" "03" "CE03_20171119_210000.wav2" "Ceibo"
"4796" "CE03" 737 143 4008 245 5 1 0 8 20 0 0 "2017" "11" "19" "21" "04" "CE03_20171119_210000.wav3" "Ceibo"
"4797" "CE03" 1872 79 3085 122 0 0 0 0 9 0 0 "2017" "11" "19" "21" "05" "CE03_20171119_210000.wav4" "Ceibo"
"4798" "CE03" 229 30 4814 79 0 0 0 5 10 0 0 "2017" "11" "19" "21" "06" "CE03_20171119_210000.wav5" "Ceibo"
"4799" "CE03" 71 206 4629 235 0 0 0 18 8 0 0 "2017" "11" "19" "22" "01" "CE03_20171119_220000.wav" "Ceibo"
"4800" "CE03" 90 293 4612 160 0 0 0 6 6 0 0 "2017" "11" "19" "22" "02" "CE03_20171119_220000.wav1" "Ceibo"
"4801" "CE03" 67 187 4794 116 0 0 0 1 2 0 0 "2017" "11" "19" "22" "03" "CE03_20171119_220000.wav2" "Ceibo"
"4802" "CE03" 68 170 4827 92 1 0 0 9 0 0 0 "2017" "11" "19" "22" "04" "CE03_20171119_220000.wav3" "Ceibo"
"4803" "CE03" 433 457 4142 93 12 0 2 24 4 0 0 "2017" "11" "19" "22" "05" "CE03_20171119_220000.wav4" "Ceibo"
"4804" "CE03" 320 124 4602 103 1 0 0 17 0 0 0 "2017" "11" "19" "22" "06" "CE03_20171119_220000.wav5" "Ceibo"
"4805" "CE03" 239 214 4643 36 32 0 0 3 0 0 0 "2017" "11" "19" "23" "01" "CE03_20171119_230000.wav" "Ceibo"
"4806" "CE03" 223 315 4445 70 109 5 0 0 0 0 0 "2017" "11" "19" "23" "02" "CE03_20171119_230000.wav1" "Ceibo"
"4807" "CE03" 74 177 4873 17 4 0 0 21 1 0 0 "2017" "11" "19" "23" "03" "CE03_20171119_230000.wav2" "Ceibo"
"4808" "CE03" 136 183 4737 75 32 0 0 4 0 0 0 "2017" "11" "19" "23" "04" "CE03_20171119_230000.wav3" "Ceibo"
"4809" "CE03" 77 108 4945 3 34 0 0 0 0 0 0 "2017" "11" "19" "23" "05" "CE03_20171119_230000.wav4" "Ceibo"
"4810" "CE03" 174 187 4615 54 137 0 0 0 0 0 0 "2017" "11" "19" "23" "06" "CE03_20171119_230000.wav5" "Ceibo"
"4811" "CE03" 118 7 5004 29 6 0 0 0 3 0 0 "2017" "11" "20" "00" "01" "CE03_20171120_000000.wav" "Ceibo"
"4812" "CE03" 42 7 5112 1 0 1 0 1 3 0 0 "2017" "11" "20" "00" "02" "CE03_20171120_000000.wav1" "Ceibo"
"4813" "CE03" 21 11 5118 10 5 0 0 0 2 0 0 "2017" "11" "20" "00" "03" "CE03_20171120_000000.wav2" "Ceibo"
"4814" "CE03" 34 3 5055 13 49 0 0 1 12 0 0 "2017" "11" "20" "00" "04" "CE03_20171120_000000.wav3" "Ceibo"
"4815" "CE03" 40 4 5080 31 1 0 0 1 10 0 0 "2017" "11" "20" "00" "05" "CE03_20171120_000000.wav4" "Ceibo"
"4816" "CE03" 30 46 5047 27 9 0 0 2 6 0 0 "2017" "11" "20" "00" "06" "CE03_20171120_000000.wav5" "Ceibo"
"4817" "CE03" 25 53 5072 3 2 0 0 12 0 0 0 "2017" "11" "20" "01" "01" "CE03_20171120_010000.wav" "Ceibo"
"4818" "CE03" 28 15 5112 10 1 0 0 0 1 0 0 "2017" "11" "20" "01" "02" "CE03_20171120_010000.wav1" "Ceibo"
"4819" "CE03" 8 33 5113 4 8 0 0 1 0 0 0 "2017" "11" "20" "01" "03" "CE03_20171120_010000.wav2" "Ceibo"
"4820" "CE03" 29 81 4986 17 26 0 0 28 0 0 0 "2017" "11" "20" "01" "04" "CE03_20171120_010000.wav3" "Ceibo"
"4821" "CE03" 27 52 5039 5 5 0 0 39 0 0 0 "2017" "11" "20" "01" "05" "CE03_20171120_010000.wav4" "Ceibo"
"4822" "CE03" 4 38 5099 2 8 0 0 16 0 0 0 "2017" "11" "20" "01" "06" "CE03_20171120_010000.wav5" "Ceibo"
"4823" "CE03" 153 42 4805 145 18 0 0 4 0 0 0 "2017" "11" "20" "02" "01" "CE03_20171120_020000.wav" "Ceibo"
"4824" "CE03" 1426 120 3442 122 51 0 0 6 0 0 0 "2017" "11" "20" "02" "02" "CE03_20171120_020000.wav1" "Ceibo"
"4825" "CE03" 1399 20 3731 13 4 0 0 0 0 0 0 "2017" "11" "20" "02" "03" "CE03_20171120_020000.wav2" "Ceibo"
"4826" "CE03" 32 43 5058 24 7 0 0 3 0 0 0 "2017" "11" "20" "02" "04" "CE03_20171120_020000.wav3" "Ceibo"
"4827" "CE03" 17 43 5007 85 14 1 0 0 0 0 0 "2017" "11" "20" "02" "05" "CE03_20171120_020000.wav4" "Ceibo"
"4828" "CE03" 19 61 5048 33 6 0 0 0 0 0 0 "2017" "11" "20" "02" "06" "CE03_20171120_020000.wav5" "Ceibo"
"4829" "CE03" 119 458 4574 6 10 0 0 0 0 0 0 "2017" "11" "20" "03" "01" "CE03_20171120_030000.wav" "Ceibo"
"4830" "CE03" 112 459 4586 3 7 0 0 0 0 0 0 "2017" "11" "20" "03" "02" "CE03_20171120_030000.wav1" "Ceibo"
"4831" "CE03" 145 388 4620 6 8 0 0 0 0 0 0 "2017" "11" "20" "03" "03" "CE03_20171120_030000.wav2" "Ceibo"
"4832" "CE03" 144 311 4683 12 15 1 0 1 0 0 0 "2017" "11" "20" "03" "04" "CE03_20171120_030000.wav3" "Ceibo"
"4833" "CE03" 186 406 4547 3 25 0 0 0 0 0 0 "2017" "11" "20" "03" "05" "CE03_20171120_030000.wav4" "Ceibo"
"4834" "CE03" 233 525 4396 2 10 0 0 0 1 0 0 "2017" "11" "20" "03" "06" "CE03_20171120_030000.wav5" "Ceibo"
"4835" "CE04" 71 6 3902 1184 0 0 0 0 4 0 0 "2017" "11" "17" "18" "01" "CE04_20171117_180000.wav" "Ceibo"
"4836" "CE04" 104 4 3618 1437 0 0 0 0 4 0 0 "2017" "11" "17" "18" "02" "CE04_20171117_180000.wav1" "Ceibo"
"4837" "CE04" 115 2 3519 1516 0 0 10 2 3 0 0 "2017" "11" "17" "18" "03" "CE04_20171117_180000.wav2" "Ceibo"
"4838" "CE04" 120 3 3620 1417 0 0 5 0 2 0 0 "2017" "11" "17" "18" "04" "CE04_20171117_180000.wav3" "Ceibo"
"4839" "CE04" 159 25 3376 1607 0 0 0 0 0 0 0 "2017" "11" "17" "18" "05" "CE04_20171117_180000.wav4" "Ceibo"
"4840" "CE04" 66 51 3817 1149 0 0 0 71 13 0 0 "2017" "11" "17" "18" "06" "CE04_20171117_180000.wav5" "Ceibo"
"4841" "CE04" 380 318 4200 114 56 0 0 56 41 2 0 "2017" "11" "17" "19" "01" "CE04_20171117_190000.wav" "Ceibo"
"4842" "CE04" 251 79 4680 35 20 0 4 61 37 0 0 "2017" "11" "17" "19" "02" "CE04_20171117_190000.wav1" "Ceibo"
"4843" "CE04" 230 251 4565 13 47 2 0 34 25 0 0 "2017" "11" "17" "19" "03" "CE04_20171117_190000.wav2" "Ceibo"
"4844" "CE04" 208 587 4134 40 122 0 0 7 64 5 0 "2017" "11" "17" "19" "04" "CE04_20171117_190000.wav3" "Ceibo"
"4845" "CE04" 344 435 4153 40 163 0 0 2 28 2 0 "2017" "11" "17" "19" "05" "CE04_20171117_190000.wav4" "Ceibo"
"4846" "CE04" 394 319 4344 23 0 0 0 51 36 0 0 "2017" "11" "17" "19" "06" "CE04_20171117_190000.wav5" "Ceibo"
"4847" "CE04" 233 708 3786 2 372 0 0 55 11 0 0 "2017" "11" "17" "20" "01" "CE04_20171117_200000.wav" "Ceibo"
"4848" "CE04" 403 652 3053 5 1043 1 0 2 8 0 0 "2017" "11" "17" "20" "02" "CE04_20171117_200000.wav1" "Ceibo"
"4849" "CE04" 234 421 3899 1 606 1 0 0 5 0 0 "2017" "11" "17" "20" "03" "CE04_20171117_200000.wav2" "Ceibo"
"4850" "CE04" 263 451 3919 0 518 0 0 4 12 0 0 "2017" "11" "17" "20" "04" "CE04_20171117_200000.wav3" "Ceibo"
"4851" "CE04" 188 416 4042 1 517 0 0 2 1 0 0 "2017" "11" "17" "20" "05" "CE04_20171117_200000.wav4" "Ceibo"
"4852" "CE04" 198 314 4041 6 603 0 0 0 5 0 0 "2017" "11" "17" "20" "06" "CE04_20171117_200000.wav5" "Ceibo"
"4853" "CE04" 122 80 4831 5 101 0 0 27 1 0 0 "2017" "11" "17" "21" "01" "CE04_20171117_210000.wav" "Ceibo"
"4854" "CE04" 86 47 4138 19 828 0 0 45 4 0 0 "2017" "11" "17" "21" "02" "CE04_20171117_210000.wav1" "Ceibo"
"4855" "CE04" 61 22 4545 2 525 0 0 12 0 0 0 "2017" "11" "17" "21" "03" "CE04_20171117_210000.wav2" "Ceibo"
"4856" "CE04" 155 32 4334 8 632 2 0 4 0 0 0 "2017" "11" "17" "21" "04" "CE04_20171117_210000.wav3" "Ceibo"
"4857" "CE04" 147 56 4540 12 409 0 0 3 0 0 0 "2017" "11" "17" "21" "05" "CE04_20171117_210000.wav4" "Ceibo"
"4858" "CE04" 55 20 4661 2 424 0 1 4 0 0 0 "2017" "11" "17" "21" "06" "CE04_20171117_210000.wav5" "Ceibo"
"4859" "CE04" 105 527 3482 1 962 0 0 29 61 0 0 "2017" "11" "17" "22" "01" "CE04_20171117_220000.wav" "Ceibo"
"4860" "CE04" 26 308 3734 0 986 0 0 51 62 0 0 "2017" "11" "17" "22" "02" "CE04_20171117_220000.wav1" "Ceibo"
"4861" "CE04" 211 1228 3331 2 319 0 0 30 46 0 0 "2017" "11" "17" "22" "03" "CE04_20171117_220000.wav2" "Ceibo"
"4862" "CE04" 25 380 4291 0 392 0 0 23 56 0 0 "2017" "11" "17" "22" "04" "CE04_20171117_220000.wav3" "Ceibo"
"4863" "CE04" 35 367 3986 0 647 0 0 70 62 0 0 "2017" "11" "17" "22" "05" "CE04_20171117_220000.wav4" "Ceibo"
"4864" "CE04" 44 356 3846 0 826 0 0 51 44 0 0 "2017" "11" "17" "22" "06" "CE04_20171117_220000.wav5" "Ceibo"
"4865" "CE04" 113 334 3353 48 1266 0 0 3 50 0 0 "2017" "11" "17" "23" "01" "CE04_20171117_230000.wav" "Ceibo"
"4866" "CE04" 93 129 3660 41 1220 0 0 1 23 0 0 "2017" "11" "17" "23" "02" "CE04_20171117_230000.wav1" "Ceibo"
"4867" "CE04" 100 260 4139 47 581 0 0 6 34 0 0 "2017" "11" "17" "23" "03" "CE04_20171117_230000.wav2" "Ceibo"
"4868" "CE04" 249 423 3943 98 368 0 14 31 41 0 0 "2017" "11" "17" "23" "04" "CE04_20171117_230000.wav3" "Ceibo"
"4869" "CE04" 236 534 3533 67 749 0 0 7 41 0 0 "2017" "11" "17" "23" "05" "CE04_20171117_230000.wav4" "Ceibo"
"4870" "CE04" 127 317 3667 64 952 0 0 5 35 0 0 "2017" "11" "17" "23" "06" "CE04_20171117_230000.wav5" "Ceibo"
"4871" "CE04" 219 45 4859 8 0 0 0 23 13 0 0 "2017" "11" "18" "00" "01" "CE04_20171118_000000.wav" "Ceibo"
"4872" "CE04" 59 212 4862 5 0 0 0 4 25 0 0 "2017" "11" "18" "00" "02" "CE04_20171118_000000.wav1" "Ceibo"
"4873" "CE04" 39 268 4805 10 0 0 0 28 17 0 0 "2017" "11" "18" "00" "03" "CE04_20171118_000000.wav2" "Ceibo"
"4874" "CE04" 28 105 4401 14 595 0 0 2 22 0 0 "2017" "11" "18" "00" "04" "CE04_20171118_000000.wav3" "Ceibo"
"4875" "CE04" 61 83 3981 11 1022 0 1 2 6 0 0 "2017" "11" "18" "00" "05" "CE04_20171118_000000.wav4" "Ceibo"
