"","SPLmean","SPLsd","SPLQ25","SPL50","SPLQ75","SPLMax","SPLMin","lwr.ci(95%)","upr.ci(95%)","Year","Month","Day","Hour","Min","Sec","Site","file"
"X5C8BDF59.WAV",87.1127124470839,4.88708255905676,83.9507037013564,85.795775233136,88.6198799912031,116.01629173188,82.3587594359476,86.5112009883789,87.7142239057889,"2019","03","15"," 17","13","32","S02","X5C8BDF59.WAV"
"X5C8BE1B1.WAV",86.1076007616336,3.98884482874675,83.5357296845866,84.9356437185257,87.8168975590822,107.875077006568,82.089967518475,85.6166461189622,86.598555404305,"2019","03","15"," 17","23","32","S02","X5C8BE1B1.WAV"
"X5C8BE409.WAV",86.7311777253501,5.45485910311071,83.6599958198208,85.1218932260095,88.2156709892228,121.137003847975,82.2778222265433,86.0597832448002,87.4025722058999,"2019","03","15"," 17","33","32","S02","X5C8BE409.WAV"
"X5C8BE661.WAV",86.3328300762247,4.09619373928984,83.6999823987935,85.045766232088,87.6254684184568,108.226054976139,82.1935709248558,85.8286627245411,86.8369974279082,"2019","03","15"," 17","43","32","S02","X5C8BE661.WAV"
"X5C8BE8B9.WAV",88.9222884630989,4.55682098518905,86.4134948795117,87.4853398671617,89.9879305512495,119.219432634638,85.5536327660804,88.3614262299085,89.4831506962893,"2019","03","15"," 17","53","32","S02","X5C8BE8B9.WAV"
"X5C8BEB11.WAV",88.2042416190572,5.37853892665039,84.7548519391028,86.7770112308877,88.5776994702377,111.065926313565,83.3829377326406,87.5422407716446,88.8662424664699,"2019","03","15"," 18","03","32","S02","X5C8BEB11.WAV"
"X5C8BED69.WAV",86.3542085498678,3.99596824614529,83.7401840712078,85.4007870777214,88.083288407603,112.755014379473,81.7584853409783,85.8623771433729,86.8460399563627,"2019","03","15"," 18","13","32","S02","X5C8BED69.WAV"
"X5C8BEFC1.WAV",86.5986191616838,3.52676170344674,84.1899415284083,85.8424411145263,88.0862941553433,106.652478433023,82.2591045109562,86.1645385929376,87.03269973043,"2019","03","15"," 18","23","32","S02","X5C8BEFC1.WAV"
"X5C8BF219.WAV",87.5274852225913,3.67457913925171,85.1159686169971,86.829412741902,88.9108428746393,107.54421967919,82.2382451035775,87.075211001424,87.9797594437587,"2019","03","15"," 18","33","32","S02","X5C8BF219.WAV"
"X5C8BF471.WAV",87.3101635639202,4.02266857425728,84.6059030216031,86.4776362504121,88.8733197226034,110.988585206825,82.3631177475051,86.8150458300272,87.8052812978132,"2019","03","15"," 18","43","32","S02","X5C8BF471.WAV"
"X5C8BF6C9.WAV",86.4184380964976,3.83245313818769,83.8384019754011,85.6039264835384,87.8831797288117,109.039953597623,81.8732564456104,85.9467324419047,86.8901437510906,"2019","03","15"," 18","53","32","S02","X5C8BF6C9.WAV"
"X5C8BF921.WAV",86.6939646769892,4.17352365010022,84.2357231303211,85.7571544127558,87.9430766304041,109.678423546869,81.8238910452447,86.1802794121354,87.207649941843,"2019","03","15"," 19","03","32","S02","X5C8BF921.WAV"
"X5C8BFB79.WAV",86.6239370692141,4.52796057822234,83.8031951355943,85.5926780376268,87.7875921917664,112.962077367424,82.3155166955925,86.0666270300543,87.1812471083739,"2019","03","15"," 19","13","32","S02","X5C8BFB79.WAV"
"X5C8BFDD1.WAV",87.1035700154394,4.32158941796989,84.2151155881779,86.291082732786,88.7045228882063,113.764511525797,82.546944411409,86.5716605329795,87.6354794978994,"2019","03","15"," 19","23","32","S02","X5C8BFDD1.WAV"
"X5C8C0029.WAV",89.9275350486254,4.88010841161601,86.9705859113243,88.9093688738608,91.4580807015055,121.414910788735,84.9486664904021,89.3268819813123,90.5281881159384,"2019","03","15"," 19","33","32","S02","X5C8C0029.WAV"
"X5C8C0281.WAV",86.7648852623041,4.43646112892402,83.9830156903299,85.7633139340815,88.222790276761,116.634081851611,82.4048567903352,86.2188371501843,87.310933374424,"2019","03","15"," 19","43","32","S02","X5C8C0281.WAV"
"X5C8C04D9.WAV",86.5631036399036,4.31728149113567,84.01796499476,85.2745472839763,87.8438665853239,114.995201592448,82.8808855650601,86.0317243853092,87.094482894498,"2019","03","15"," 19","53","32","S02","X5C8C04D9.WAV"
"X5C8C0731.WAV",86.193966988716,3.94638611634696,83.5443859014871,84.8728557540524,88.2267814517755,110.052189927459,81.844116599774,85.7082382454891,86.679695731943,"2019","03","15"," 20","03","32","S02","X5C8C0731.WAV"
"X5C8C0989.WAV",85.6556566810875,3.66897669410625,83.2967762944098,84.6927045946443,87.0611949867954,108.360235054405,82.0572027865482,85.2040720195727,86.1072413426022,"2019","03","15"," 20","13","32","S02","X5C8C0989.WAV"
"X5C8C0BE1.WAV",85.116445392384,3.80336951393473,82.8963862865546,83.9399640894716,86.2428240725395,110.917547463313,81.75153309569,84.6483194058317,85.5845713789362,"2019","03","15"," 20","23","32","S02","X5C8C0BE1.WAV"
"X5C8C0E39.WAV",85.3113807421595,4.07105882456739,82.7828204349582,83.6881449865413,86.9664550593893,109.137852298978,81.7948744555411,84.8103070438032,85.8124544405158,"2019","03","15"," 20","33","32","S02","X5C8C0E39.WAV"
"X5C8C1091.WAV",85.3966012099522,3.59630745247639,82.6575688751111,84.6567655085528,87.3566393847199,107.788372537895,81.7200120751001,84.9539608175402,85.8392416023642,"2019","03","15"," 20","43","32","S02","X5C8C1091.WAV"
"X5C8C12E9.WAV",84.9046752672667,4.43271276375714,82.3597670191046,83.525144959232,86.3217269650012,115.310682843796,81.4372266662358,84.3590885110932,85.4502620234402,"2019","03","15"," 20","53","32","S02","X5C8C12E9.WAV"
"X5C8C1541.WAV",84.6128116233431,3.97286975052226,82.3549403893077,83.3688536201601,85.8601495840517,113.188313357799,81.3371587951596,84.1238232238218,85.1018000228644,"2019","03","15"," 21","03","32","S02","X5C8C1541.WAV"
"X5C8C1799.WAV",85.0738538594197,3.92113525966049,82.6759136757377,83.7805518057692,86.6371889831648,110.867610477179,81.5847924974626,84.5912330398784,85.556474678961,"2019","03","15"," 21","13","32","S02","X5C8C1799.WAV"
"X5C8C19F1.WAV",84.950293582057,4.0051389939904,82.6499646202155,83.7051128595159,86.4555510879687,113.064227427753,81.29127858289,84.4573334223956,85.4432537417185,"2019","03","15"," 21","23","32","S02","X5C8C19F1.WAV"
"X5C8C1C49.WAV",85.6621048177837,4.30425457983768,82.6922395526204,84.2553946112206,87.9162740346313,114.599996732169,81.7354591104988,85.1323289403213,86.1918806952461,"2019","03","15"," 21","33","36","S02","X5C8C1C49.WAV"
"X5C8C1EA1.WAV",84.4364287139687,3.77713280200352,82.2954964529371,83.2908038140471,85.708233309624,111.162711882136,81.2271659269298,83.9715319920492,84.9013254358882,"2019","03","15"," 21","43","32","S02","X5C8C1EA1.WAV"
"X5C8C20F9.WAV",84.7841809023378,3.80229605316023,82.5185364511302,83.3959753349948,86.1342187694466,110.732405293807,81.5461399872299,84.3161870393886,85.252174765287,"2019","03","15"," 21","53","32","S02","X5C8C20F9.WAV"
"X5C8C2351.WAV",84.5944272576923,3.71968653993571,82.4400428553201,83.3222560955406,85.8631242169095,111.191111783169,81.3883739328845,84.1366011314659,85.0522533839188,"2019","03","15"," 22","03","32","S02","X5C8C2351.WAV"
"X5C8C25A9.WAV",85.2414907861147,4.12148208736834,82.9605003175724,84.0762776097504,86.5818298701588,113.63261948166,81.5247973423535,84.7342108962333,85.748770675996,"2019","03","15"," 22","13","32","S02","X5C8C25A9.WAV"
"X5C8C2801.WAV",85.4801590935783,4.84540356083392,83.0584715783333,84.2516941181718,86.4889468660116,121.862632563008,81.8404954620745,84.8837775656071,86.0765406215495,"2019","03","15"," 22","23","32","S02","X5C8C2801.WAV"
"X5C8C2A59.WAV",88.4281901075399,5.88953356810062,85.1792140103559,87.3427414647213,89.5684151362394,128.472202966717,83.0218794982797,87.7032950633432,89.1530851517365,"2019","03","15"," 22","33","32","S02","X5C8C2A59.WAV"
"X5C8C2CB1.WAV",85.3104453243935,3.8073292704066,83.020244533184,84.0486289705007,87.1926653909498,111.724362199588,82.034361496537,84.8418319634491,85.779058685338,"2019","03","15"," 22","43","32","S02","X5C8C2CB1.WAV"
"X5C8C2F09.WAV",85.4125307479127,4.31237974435479,82.5213058127302,83.9905912450656,87.1249471173424,113.903845969106,81.4681380857777,84.8817548096774,85.943306686148,"2019","03","15"," 22","53","32","S02","X5C8C2F09.WAV"
"X5C8C3161.WAV",85.9795447270341,3.97629086268031,83.4613823806227,84.9358502266162,87.5046005816642,111.420176259916,81.8481039854872,85.490135250492,86.4689542035762,"2019","03","15"," 23","03","32","S02","X5C8C3161.WAV"
"X5C8C33B9.WAV",86.4835856724256,4.20754978395667,84.0596400220447,85.5212995306659,87.7524921248191,116.002267716595,82.0237048157129,85.9657124060059,87.0014589388453,"2019","03","15"," 23","13","32","S02","X5C8C33B9.WAV"
"X5C8C3611.WAV",87.9026120856313,4.09699292777848,85.2167813124287,87.2409953531097,89.6978254810822,114.37635258694,82.6666576939812,87.3983463683016,88.4068778029609,"2019","03","15"," 23","23","32","S02","X5C8C3611.WAV"
"X5C8C3869.WAV",89.810006660696,4.30309906864736,86.6519787361233,88.8750484539802,91.6238281909013,114.634850775072,83.943988187212,89.2803730057586,90.3396403156334,"2019","03","15"," 23","33","32","S02","X5C8C3869.WAV"
"X5C8C3AC1.WAV",91.2993622102159,4.09232012641893,88.202639513855,90.3127425373018,92.994651254184,112.075536378887,85.5360386751829,90.7956716302055,91.8030527902263,"2019","03","15"," 23","43","32","S02","X5C8C3AC1.WAV"
"X5C8C3D19.WAV",91.4025960655171,3.94528990501826,88.5923470370567,90.6891750739777,93.342779125978,113.140299436869,85.4044910421587,90.917002246075,91.8881898849593,"2019","03","15"," 23","53","32","S02","X5C8C3D19.WAV"
"X5C8C3F71.WAV",90.1653779688756,4.11389093695566,87.1451571013684,89.6165708500355,92.0542969881447,113.231036688082,84.2631155558598,89.6590324122908,90.6717235254604,"2019","03","16"," 00","03","32","S02","X5C8C3F71.WAV"
"X5C8C41C9.WAV",89.9764220646754,3.89546073597774,87.0701154918661,89.6485896220958,92.0041612108363,109.749957598056,84.2051184939679,89.4969613145632,90.4558828147877,"2019","03","16"," 00","13","32","S02","X5C8C41C9.WAV"
"X5C8C4421.WAV",90.0892718090749,3.88967730220494,87.7881569969014,89.6735095788062,91.7064465212149,111.289984384745,84.1014293845996,89.6105228950413,90.5680207231084,"2019","03","16"," 00","23","32","S02","X5C8C4421.WAV"
"X5C8C4679.WAV",89.2421679244707,4.07565545279858,86.5023495678856,88.7227736482082,90.8765348988763,111.759060098619,83.6164802240274,88.7405284643293,89.7438073846121,"2019","03","16"," 00","33","32","S02","X5C8C4679.WAV"
"X5C8C48D1.WAV",89.3546986986643,3.96214153984355,87.0404875222931,88.887138134561,90.9395484015995,110.792235959222,83.3444419309986,88.8670307478108,89.8423666495177,"2019","03","16"," 00","43","32","S02","X5C8C48D1.WAV"
"X5C8C4B29.WAV",89.7537371230348,3.71233143212615,87.3316218085314,89.5404872090332,91.3771072186114,110.762733077696,84.3515949837785,89.2968162775303,90.2106579685393,"2019","03","16"," 00","53","32","S02","X5C8C4B29.WAV"
"X5C8C4D81.WAV",90.1227341085089,4.77101770541822,87.0697151159901,89.4504387912327,91.6907487334588,121.571413056975,84.8115623236849,89.5355081337451,90.7099600832727,"2019","03","16"," 01","03","32","S02","X5C8C4D81.WAV"
"X5C8C4FD9.WAV",89.9254339383537,4.78661051033537,86.8313718226,89.3751159098886,91.403978025731,121.752438179434,84.1791701097237,89.3362887713688,90.5145791053386,"2019","03","16"," 01","13","32","S02","X5C8C4FD9.WAV"
"X5C8C5231.WAV",89.3750495997756,4.41617642192717,86.4177753960653,88.9035393830534,90.9403474122421,116.823095927424,83.565931211222,88.8314981681491,89.918601031402,"2019","03","16"," 01","23","32","S02","X5C8C5231.WAV"
"X5C8C5489.WAV",88.5329497858794,4.4954989443265,85.63930003454,88.0548316227604,90.1180452870858,116.117273613148,82.997388678616,87.9796351866412,89.0862643851176,"2019","03","16"," 01","33","32","S02","X5C8C5489.WAV"
"X5C8C56E1.WAV",88.5816046001257,4.31252623906862,85.4895507250586,87.9747644083836,90.277886738338,110.803990395526,83.441401682257,88.0508106310411,89.1123985692102,"2019","03","16"," 01","43","32","S02","X5C8C56E1.WAV"
"X5C8C5939.WAV",89.6719697101721,5.61073276422741,86.2425630219841,88.5892733055471,90.9640825749444,126.509172965391,83.9972004927397,88.9813900015974,90.3625494187469,"2019","03","16"," 01","53","32","S02","X5C8C5939.WAV"
"X5C8C5B91.WAV",88.4577234481471,4.43353063977503,85.5169406761477,87.6448470428544,90.0086951922875,113.21890401607,83.3292793168632,87.9120360262307,89.0034108700635,"2019","03","16"," 02","03","32","S02","X5C8C5B91.WAV"
"X5C8C5DE9.WAV",88.5293344661102,4.87188200705479,85.7985645126002,87.6956214438052,90.0642557598884,121.217853148329,83.1055641416183,87.929693920388,89.1289750118323,"2019","03","16"," 02","13","32","S02","X5C8C5DE9.WAV"
"X5C8C6041.WAV",87.3006162205057,3.99016407837254,84.5663491336834,86.9292325367681,88.7712960907841,103.602816982009,82.5754135779989,86.8094992020698,87.7917332389416,"2019","03","16"," 02","23","32","S02","X5C8C6041.WAV"
"X5C8C6299.WAV",87.8882726679166,3.82473716646593,85.1352214506271,87.5232841963355,89.41461167762,102.738118389537,82.7051932329247,87.4175167098654,88.3590286259678,"2019","03","16"," 02","33","32","S02","X5C8C6299.WAV"
"X5C8C64F1.WAV",87.6352269286469,3.67029378925247,85.2524576927412,87.3528280950641,89.1421589880082,101.85358533738,82.4882764777692,87.1834801565451,88.0869737007487,"2019","03","16"," 02","43","32","S02","X5C8C64F1.WAV"
"X5C8C6749.WAV",88.7813696719286,3.65526067215841,86.1894498913065,88.3317298402863,90.6661897490624,103.104341351893,83.566435780801,88.3314732046012,89.2312661392559,"2019","03","16"," 02","53","32","S02","X5C8C6749.WAV"
"X5C8C69A1.WAV",88.0951310298859,4.39691866234323,85.4735375104199,87.4205005283703,89.5271463821308,115.082159653308,82.9228498417235,87.5539498801033,88.6363121796686,"2019","03","16"," 03","03","32","S02","X5C8C69A1.WAV"
"X5C8C6BF9.WAV",88.0566271913101,4.28335251799893,85.3424819329047,87.2986277207371,89.371845430886,112.794396376335,82.8186903170459,87.5294239795546,88.5838304030656,"2019","03","16"," 03","13","32","S02","X5C8C6BF9.WAV"
"X5C8C6E51.WAV",87.3238358660138,3.64733122190298,84.8204555598126,86.7365097159517,89.1326010520643,102.711963471388,82.3928668402051,86.874915370574,87.7727563614536,"2019","03","16"," 03","23","32","S02","X5C8C6E51.WAV"
"X5C8C70A9.WAV",87.1074014355418,3.70592502131516,84.5644039439052,86.6355470133765,88.6165833403101,104.266351882849,82.4398288947823,86.6512691033201,87.5635337677635,"2019","03","16"," 03","33","32","S02","X5C8C70A9.WAV"
"X5C8C7301.WAV",86.6642696548636,4.25438083891339,84.0481780122407,86.1427844713971,87.8793190064816,114.223090860475,82.0357778859122,86.1406323327237,87.1879069770036,"2019","03","16"," 03","43","32","S02","X5C8C7301.WAV"
"X5C8C7559.WAV",87.8026922804045,3.8854341982232,85.1396680835658,87.273787522669,89.419858005183,109.702706477557,83.1522701850503,87.324465615716,88.2809189450931,"2019","03","16"," 03","53","32","S02","X5C8C7559.WAV"
"X5C8C77B1.WAV",87.1528306208046,4.94376888761504,84.2547165709665,86.3781559694158,88.5264182185021,121.000168926111,82.557362384107,86.5443421004749,87.7613191411343,"2019","03","16"," 04","03","32","S02","X5C8C77B1.WAV"
"X5C8C7A09.WAV",86.586284274877,3.46182958630172,84.1839540587572,86.2011336889663,88.1464706191202,101.596481402589,81.9780759075876,86.1601956751693,87.0123728745847,"2019","03","16"," 04","13","32","S02","X5C8C7A09.WAV"
"X5C8C7C61.WAV",86.793125782719,3.41574313069049,84.3602012348209,86.2601140293175,88.4303135530002,101.690172813737,82.0706304572347,86.3727095920214,87.2135419734166,"2019","03","16"," 04","23","32","S02","X5C8C7C61.WAV"
"X5C8C7EB9.WAV",86.7566488568091,3.19182162515032,84.5849455699155,86.2088190883679,88.1536548725822,103.028684791929,82.2693191145811,86.3637933528414,87.1495043607769,"2019","03","16"," 04","33","32","S02","X5C8C7EB9.WAV"
"X5C8C8111.WAV",86.7647147131056,3.62325470758948,84.0801411437772,86.067118547935,88.1957721831819,104.334229009431,82.7562985897046,86.3187576010484,87.2106718251627,"2019","03","16"," 04","43","32","S02","X5C8C8111.WAV"
"X5C8C8369.WAV",88.9321327140656,4.53531703545987,86.1857757909877,87.701722262786,90.4193537641512,110.316044045857,83.0849121880319,88.3739172280937,89.4903482000376,"2019","03","16"," 04","53","32","S02","X5C8C8369.WAV"
"X5C8C85C1.WAV",85.9036510745662,4.07597581491694,83.5756037052433,85.1473996612959,86.9861939871039,111.24999239953,81.9963843071066,85.4019721836432,86.4053299654892,"2019","03","16"," 05","03","32","S02","X5C8C85C1.WAV"
"X5C8C8819.WAV",86.3358838999778,3.57323604670434,84.0200918511127,85.3976549654789,87.7640568699396,104.765242104136,82.5161863845317,85.8960831802688,86.7756846196868,"2019","03","16"," 05","13","32","S02","X5C8C8819.WAV"
"X5C8C8A71.WAV",87.0275424867367,3.76886391313636,84.4898846488963,86.2388938234637,88.7794095802535,108.224553278439,82.3701977355175,86.5636635154577,87.4914214580158,"2019","03","16"," 05","23","32","S02","X5C8C8A71.WAV"
"X5C8C8CC9.WAV",86.6232562677251,4.51894983947923,83.5751673045147,85.3587703753333,88.3739139161852,113.493144430351,81.6784253539574,86.0670552875059,87.1794572479444,"2019","03","16"," 05","33","32","S02","X5C8C8CC9.WAV"
"X5C8C8F21.WAV",87.6380426954513,3.98273730842465,85.5523771492225,86.6616373779539,89.4841459858913,116.554051159924,83.0330288492868,87.1478397780503,88.1282456128523,"2019","03","16"," 05","43","32","S02","X5C8C8F21.WAV"
"X5C8C9179.WAV",87.244087439891,5.1275996666439,84.4659593096556,86.1376491246741,88.8341772263277,123.569313073684,82.8244790019954,86.6129726760485,87.8752022037336,"2019","03","16"," 05","53","32","S02","X5C8C9179.WAV"
"X5C8C93D1.WAV",86.1302306590426,4.33924420037275,83.3738942847848,84.6270342111607,88.0212725713159,113.116851422234,81.9522021389742,85.596148192233,86.6643131258522,"2019","03","16"," 06","03","32","S02","X5C8C93D1.WAV"
"X5C8C9629.WAV",86.4633605006886,3.82152191849477,84.0197481014641,85.4453027940887,87.7866654187538,106.661914956609,82.2070915512239,85.9930002815008,86.9337207198763,"2019","03","16"," 06","13","32","S02","X5C8C9629.WAV"
"X5C8C9881.WAV",86.1755401686894,4.13213287573321,83.3983406992631,84.9234490095244,87.7131903628067,109.462658500789,81.9014963041443,85.6669493594265,86.6841309779522,"2019","03","16"," 06","23","32","S02","X5C8C9881.WAV"
"X5C8C9AD9.WAV",87.3256405481818,5.07342039460423,83.8837015475481,85.9653682899097,88.6231434930557,117.365644187,81.736177573481,86.7011942726577,87.950086823706,"2019","03","16"," 06","33","32","S02","X5C8C9AD9.WAV"
"X5C8C9D31.WAV",86.800325146104,4.55886366687294,84.1578261490357,85.6246279052327,88.2638576064105,114.49588618254,82.0456346681213,86.2392114957492,87.3614387964589,"2019","03","16"," 06","43","32","S02","X5C8C9D31.WAV"
"X5C8C9F89.WAV",86.2104840048154,3.83517829914168,83.7095222107115,85.2168633227419,87.9208170888573,108.335268866222,81.7110725579674,85.7384429322055,86.6825250774253,"2019","03","16"," 06","53","32","S02","X5C8C9F89.WAV"
"X5C8CA1E1.WAV",86.8614253057692,5.13466527047673,83.5493461991218,85.2474846362314,88.1197385115216,115.301023435202,81.8717612455625,86.2294408939073,87.4934097176312,"2019","03","16"," 07","03","32","S02","X5C8CA1E1.WAV"
"X5C8CA439.WAV",88.7209875795917,5.78456406644367,84.9574864191704,87.004655840499,90.051695598298,124.757723262454,83.3100185890504,88.0090123822154,89.432962776968,"2019","03","16"," 07","13","32","S02","X5C8CA439.WAV"
"X5C8CA691.WAV",88.1866582100392,4.67997206358616,84.7716170525943,86.9130923929556,89.6153387855335,111.496019603628,82.6130175226173,87.6106383068253,88.7626781132531,"2019","03","16"," 07","23","32","S02","X5C8CA691.WAV"
"X5C8CA8E9.WAV",90.0420662890532,5.97824267348955,86.8962874323399,88.4548476562688,91.2434902826129,127.911312292151,84.5426205237985,89.3062527586763,90.7778798194301,"2019","03","16"," 07","33","32","S02","X5C8CA8E9.WAV"
"X5C8CAB41.WAV",85.5231734511378,4.43234464939766,82.770512842816,84.3142083846215,86.9475890650486,112.014725594002,81.9502801979829,84.977632003183,86.0687148990926,"2019","03","16"," 07","43","32","S02","X5C8CAB41.WAV"
"X5C8CAD99.WAV",87.6268001134086,4.93781465180512,84.589966248565,86.0859331426738,89.1293002308728,114.423078532068,82.6582299054365,87.0190444517986,88.2345557750185,"2019","03","16"," 07","53","32","S02","X5C8CAD99.WAV"
"X5C8CAFF1.WAV",96.2779326863664,6.82838900646201,92.6519157896048,93.9580933386567,96.3160760963391,136.724619818793,90.7522281410293,95.4374815210244,97.1183838517084,"2019","03","16"," 08","03","32","S02","X5C8CAFF1.WAV"
"X5C8CB249.WAV",90.7853291170929,6.46152293020912,87.2420665901336,88.9087091178247,92.0135375346316,131.68059594617,85.5040622993882,89.9900325293562,91.5806257048297,"2019","03","16"," 08","13","32","S02","X5C8CB249.WAV"
"X5C8CB4A1.WAV",90.699409194884,6.40080120313613,87.4777438900384,89.107891179357,91.6100466645376,132.220532928411,85.6300768249193,89.9115863533312,91.4872320364367,"2019","03","16"," 08","23","32","S02","X5C8CB4A1.WAV"
"X5C8CB6F9.WAV",88.9807317785572,4.64827947021883,86.0313182944435,87.9311542931237,89.9205159784628,113.265090493422,83.4581450162597,88.4086126602874,89.5528508968271,"2019","03","16"," 08","33","32","S02","X5C8CB6F9.WAV"
"X5C8CB951.WAV",96.5605569252983,6.37584079111466,92.9697759904216,94.6923110028987,97.3030231330719,135.453389407508,90.5745711458444,95.7758062589469,97.3453075916497,"2019","03","16"," 08","43","32","S02","X5C8CB951.WAV"
"X5C8CBBA9.WAV",92.7611160505926,6.61524065895054,89.1362890102279,90.8278559917959,93.5948066661378,132.756685495812,86.2727984336296,91.9468995911069,93.5753325100784,"2019","03","16"," 08","53","32","S02","X5C8CBBA9.WAV"
"X5C8CBE01.WAV",95.8124900036815,6.46685553336129,92.2861615032571,94.0888888477173,96.8660446926696,136.631755633547,89.8743493375237,95.0165370689602,96.6084429384028,"2019","03","16"," 09","03","32","S02","X5C8CBE01.WAV"
"X5C8CC059.WAV",97.1314178673755,6.82441818532388,93.6093961407597,94.9370870488499,97.2687102921448,135.226390999023,90.3033144180159,96.2914554382858,97.9713802964651,"2019","03","16"," 09","13","32","S02","X5C8CC059.WAV"
"X5C8CC2B1.WAV",100.163683327353,6.39064915422914,96.7277548102758,97.9268348993594,99.8762612706131,136.021060503342,95.1049909629493,99.3771100193768,100.95025663533,"2019","03","16"," 09","23","32","S02","X5C8CC2B1.WAV"
"X5C8CC509.WAV",90.9519494467785,6.19518607360381,87.480827343208,89.0918047315984,92.097714428495,128.263575489,85.1475601534471,90.18943410822,91.7144647853369,"2019","03","16"," 09","33","32","S02","X5C8CC509.WAV"
"X5C8CC761.WAV",90.7570742725078,9.23927620318393,85.0678773557437,87.3418823872334,90.5937786835975,126.234721239295,83.057434000936,89.6198865047146,91.8942620403011,"2019","03","16"," 09","43","32","S02","X5C8CC761.WAV"
"X5C8CC9B9.WAV",101.883770877557,6.75080217219966,98.2231704156915,99.5019921246686,102.002594504892,138.606530229833,96.1757476301843,101.052869248015,102.714672507099,"2019","03","16"," 09","53","32","S02","X5C8CC9B9.WAV"
"X5C8CCC11.WAV",89.0843481940588,5.20260210685817,86.076139667827,88.0618575258462,90.1623493717003,122.578545586344,83.7956588767525,88.4440019865739,89.7246944015438,"2019","03","16"," 10","03","32","S02","X5C8CCC11.WAV"
"X5C8CCE69.WAV",90.6386623258741,5.48292287195362,87.9105918974408,89.0056103422155,92.4265629424756,118.568369336828,82.5026257561329,89.963813703036,91.3135109487122,"2019","03","16"," 10","13","32","S02","X5C8CCE69.WAV"
"X5C8CD0C1.WAV",90.5590800920242,6.32476920035541,87.1136614731465,88.6744347007248,91.5679869231293,128.56198318529,84.8825906928337,89.7806154146417,91.3375447694068,"2019","03","16"," 10","23","32","S02","X5C8CD0C1.WAV"
"X5C8CD319.WAV",87.1555592949988,5.25320578822526,83.8809567579381,85.601282269876,88.3692895431118,117.258325880698,82.7618789497853,86.508984689727,87.8021339002706,"2019","03","16"," 10","33","32","S02","X5C8CD319.WAV"
"X5C8CD571.WAV",88.6222275954004,5.18470620408609,85.1065294313057,86.981680530138,90.0423760799288,114.177607595896,83.4964353743863,87.9840840498209,89.26037114098,"2019","03","16"," 10","43","32","S02","X5C8CD571.WAV"
"X5C8CD7C9.WAV",87.7179668118595,5.57557147048454,84.7058806789587,86.2104345495884,88.9877676457097,127.245965913152,83.504647707738,87.0317148224983,88.4042188012207,"2019","03","16"," 10","53","32","S02","X5C8CD7C9.WAV"
"X5C8CDA21.WAV",92.3844875250905,5.81179791729594,88.8458305743864,91.2247996140771,93.5007530081531,127.89762142704,86.3681508021601,91.6691603333179,93.0998147168632,"2019","03","16"," 11","03","32","S02","X5C8CDA21.WAV"
"X5C8CDC79.WAV",106.725123732929,6.96791271278733,103.03326239751,104.22641849202,107.467640570093,143.736706721886,100.71330430258,105.867499723237,107.582747742622,"2019","03","16"," 11","13","32","S02","X5C8CDC79.WAV"
"X5C8CDED1.WAV",106.360965894146,6.90496337887458,102.75787492042,103.935729619128,106.688202802989,144.127469260204,100.799230769151,105.511089808743,107.210841979549,"2019","03","16"," 11","23","32","S02","X5C8CDED1.WAV"
"X5C8CE129.WAV",106.802680926313,6.10334155248228,103.519004587968,104.686674036971,106.757243536561,139.785104691679,101.817859369374,106.051469986894,107.553891865732,"2019","03","16"," 11","33","32","S02","X5C8CE129.WAV"
"X5C8CE381.WAV",89.2272477945641,5.39801694468893,85.9780720983264,87.6641534741898,90.5772514060449,121.818111160276,84.1681632448112,88.5628495554764,89.891646033652,"2019","03","16"," 11","43","32","S02","X5C8CE381.WAV"
"X5C8CE5D9.WAV",100.056040333608,6.75987325349346,96.4384656761032,97.8445939151722,100.160329574219,138.425679321771,94.3865182487603,99.2240222180488,100.888058449168,"2019","03","16"," 11","53","32","S02","X5C8CE5D9.WAV"
"X5C8CE831.WAV",88.4939552432167,5.69113265247753,84.8916330384529,86.6580096620244,89.3015403903304,114.917039564597,82.8743625497693,87.7934797627829,89.1944307236506,"2019","03","16"," 12","03","32","S02","X5C8CE831.WAV"
"X5C8CEA89.WAV",89.4199007951092,5.39580582481851,86.1979068082788,87.8896044710554,90.6708405102472,117.516257453333,83.4514517697279,88.7557747048796,90.0840268853387,"2019","03","16"," 12","13","32","S02","X5C8CEA89.WAV"
"X5C8CECE1.WAV",92.2239184759213,5.9807785123752,88.8412039402783,91.3516446806589,93.3443886252725,131.665877756899,86.058443386988,91.4877928296493,92.9600441221933,"2019","03","16"," 12","23","32","S02","X5C8CECE1.WAV"
"X5C8CEF39.WAV",92.465262403285,6.19205274266289,88.8730866452054,90.7204957632972,93.6219379476321,130.460061573872,86.7713353669241,91.7031327210854,93.2273920854846,"2019","03","16"," 12","33","32","S02","X5C8CEF39.WAV"
"X5C8CF191.WAV",89.5451593895105,6.03155176199878,86.0664222127992,87.7475203815316,90.3828654289008,122.320183268905,83.6274275552948,88.8027844746667,90.2875343043543,"2019","03","16"," 12","43","32","S02","X5C8CF191.WAV"
"X5C8CF3E9.WAV",87.9263519375435,4.93445564847704,84.952020490646,86.3824321539866,89.34964923006,114.655278326546,82.8752719065654,87.3190097084809,88.533694166606,"2019","03","16"," 12","53","32","S02","X5C8CF3E9.WAV"
