Site,F01,F12,F23,F34,F45,F56,F67,F78,F89,F910,F1011,F1112,F1213,F1314,F1415,F15,Sites,Site,Year,Month,Day,Hour,Rep,Sites
192,1802,32,96,3223,9,5,0,0,0,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,10,6,CE01_20170910_100000.wav5
193,7,0,4,5154,2,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,11,1,CE01_20170910_110000.wav
194,2,0,4,5161,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,11,2,CE01_20170910_110000.wav1
195,0,0,6,5158,3,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,11,3,CE01_20170910_110000.wav2
196,0,0,4,5163,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,11,4,CE01_20170910_110000.wav3
197,37,0,10,5114,6,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,11,5,CE01_20170910_110000.wav4
198,1337,48,223,3410,142,2,5,0,0,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,11,6,CE01_20170910_110000.wav5
199,35,282,1043,3807,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,12,1,CE01_20170910_120000.wav
200,265,721,4136,43,1,0,0,1,0,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,12,2,CE01_20170910_120000.wav1
201,92,899,4097,71,1,7,0,0,0,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,12,3,CE01_20170910_120000.wav2
202,96,922,4077,72,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,12,4,CE01_20170910_120000.wav3
203,101,924,4077,65,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,12,5,CE01_20170910_120000.wav4
204,134,911,4087,34,1,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,12,6,CE01_20170910_120000.wav5
205,0,613,4488,64,0,0,0,2,0,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,13,1,CE01_20170910_130000.wav
206,0,461,4614,65,0,0,0,27,0,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,13,2,CE01_20170910_130000.wav1
207,0,420,4694,53,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,13,3,CE01_20170910_130000.wav2
208,0,578,4531,58,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,13,4,CE01_20170910_130000.wav3
209,1,680,4364,122,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,13,5,CE01_20170910_130000.wav4
210,11,839,4251,66,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,13,6,CE01_20170910_130000.wav5
211,4,882,4248,33,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,14,1,CE01_20170910_140000.wav
212,26,1038,3939,164,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,14,2,CE01_20170910_140000.wav1
213,34,558,4462,113,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,14,3,CE01_20170910_140000.wav2
214,300,754,3450,663,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,14,4,CE01_20170910_140000.wav3
215,692,582,3308,585,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,14,5,CE01_20170910_140000.wav4
216,408,863,3636,259,0,0,1,0,0,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,14,6,CE01_20170910_140000.wav5
217,0,48,0,5106,0,0,2,11,0,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,18,1,CE01_20170910_180000.wav
218,0,8,7,5137,0,0,1,14,0,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,18,2,CE01_20170910_180000.wav1
219,0,14,0,5147,0,0,5,1,0,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,18,3,CE01_20170910_180000.wav2
220,0,47,921,4154,0,0,29,10,5,1,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,18,4,CE01_20170910_180000.wav3
221,0,145,527,4448,0,0,31,15,1,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,18,5,CE01_20170910_180000.wav4
222,0,4,1410,3730,0,0,11,12,0,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,18,6,CE01_20170910_180000.wav5
223,1,572,4362,74,0,2,0,81,75,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,19,1,CE01_20170910_190000.wav
224,5,452,4406,93,0,3,24,103,81,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,19,2,CE01_20170910_190000.wav1
225,2,777,4116,87,0,4,0,125,56,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,19,3,CE01_20170910_190000.wav2
226,0,815,3958,190,0,1,18,138,47,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,19,4,CE01_20170910_190000.wav3
227,1,540,4054,420,0,4,0,98,50,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,19,5,CE01_20170910_190000.wav4
228,1,747,4252,117,2,4,0,31,13,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,19,6,CE01_20170910_190000.wav5
229,6,1726,3210,63,1,0,20,84,57,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,20,1,CE01_20170910_200000.wav
230,7,1266,3642,77,0,2,8,91,74,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,20,2,CE01_20170910_200000.wav1
231,3,1721,3250,47,3,0,4,62,77,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,20,3,CE01_20170910_200000.wav2
232,5,1762,3132,70,0,3,1,74,120,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,20,4,CE01_20170910_200000.wav3
233,1,1760,3104,65,1,0,19,127,90,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,20,5,CE01_20170910_200000.wav4
234,7,1731,3166,98,0,0,2,82,81,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,10,20,6,CE01_20170910_200000.wav5
235,915,1327,2636,67,0,2,0,42,170,0,8,0,0,0,0,0,Ceibo,CE01,2017,9,10,21,1,CE01_20170910_210000.wav
236,655,1847,2385,33,0,0,0,58,180,0,9,0,0,0,0,0,Ceibo,CE01,2017,9,10,21,2,CE01_20170910_210000.wav1
237,422,1886,2444,52,0,1,40,93,217,0,12,0,0,0,0,0,Ceibo,CE01,2017,9,10,21,3,CE01_20170910_210000.wav2
238,402,1669,2649,72,1,2,0,130,215,0,27,0,0,0,0,0,Ceibo,CE01,2017,9,10,21,4,CE01_20170910_210000.wav3
239,665,1674,2490,46,0,1,0,92,189,0,10,0,0,0,0,0,Ceibo,CE01,2017,9,10,21,5,CE01_20170910_210000.wav4
240,438,2313,1974,99,2,1,2,123,197,0,18,0,0,0,0,0,Ceibo,CE01,2017,9,10,21,6,CE01_20170910_210000.wav5
241,2,2020,2797,7,0,1,0,207,120,0,13,0,0,0,0,0,Ceibo,CE01,2017,9,10,22,1,CE01_20170910_220000.wav
242,5,1745,3178,6,0,2,25,111,78,0,17,0,0,0,0,0,Ceibo,CE01,2017,9,10,22,2,CE01_20170910_220000.wav1
243,7,2141,2734,27,0,2,0,145,103,0,8,0,0,0,0,0,Ceibo,CE01,2017,9,10,22,3,CE01_20170910_220000.wav2
244,13,2393,2429,68,0,1,0,169,67,0,27,0,0,0,0,0,Ceibo,CE01,2017,9,10,22,4,CE01_20170910_220000.wav3
245,16,2349,2456,66,0,0,0,175,78,0,27,0,0,0,0,0,Ceibo,CE01,2017,9,10,22,5,CE01_20170910_220000.wav4
246,28,2060,2719,64,0,2,31,173,63,0,27,0,0,0,0,0,Ceibo,CE01,2017,9,10,22,6,CE01_20170910_220000.wav5
247,32,561,4239,276,0,0,0,12,46,0,1,0,0,0,0,0,Ceibo,CE01,2017,9,10,23,1,CE01_20170910_230000.wav
248,33,585,4291,192,0,3,0,15,47,0,1,0,0,0,0,0,Ceibo,CE01,2017,9,10,23,2,CE01_20170910_230000.wav1
249,56,661,4191,166,0,0,2,12,76,0,3,0,0,0,0,0,Ceibo,CE01,2017,9,10,23,3,CE01_20170910_230000.wav2
250,61,653,4060,190,0,1,39,98,63,0,2,0,0,0,0,0,Ceibo,CE01,2017,9,10,23,4,CE01_20170910_230000.wav3
251,74,543,4180,201,5,1,0,88,72,0,3,0,0,0,0,0,Ceibo,CE01,2017,9,10,23,5,CE01_20170910_230000.wav4
252,66,489,4142,330,0,0,0,83,55,0,2,0,0,0,0,0,Ceibo,CE01,2017,9,10,23,6,CE01_20170910_230000.wav5
253,183,184,4593,94,8,10,0,16,73,0,6,0,0,0,0,0,Ceibo,CE01,2017,9,11,0,1,CE01_20170911_000000.wav
254,115,135,4638,129,16,26,2,25,78,0,3,0,0,0,0,0,Ceibo,CE01,2017,9,11,0,2,CE01_20170911_000000.wav1
255,159,172,4353,322,3,28,0,31,92,1,6,0,0,0,0,0,Ceibo,CE01,2017,9,11,0,3,CE01_20170911_000000.wav2
256,64,187,4480,266,7,20,53,30,59,0,1,0,0,0,0,0,Ceibo,CE01,2017,9,11,0,4,CE01_20170911_000000.wav3
257,89,148,4696,170,3,6,0,11,43,0,1,0,0,0,0,0,Ceibo,CE01,2017,9,11,0,5,CE01_20170911_000000.wav4
258,168,129,4542,195,8,4,2,92,24,0,3,0,0,0,0,0,Ceibo,CE01,2017,9,11,0,6,CE01_20170911_000000.wav5
259,185,139,4586,63,0,18,0,79,95,0,2,0,0,0,0,0,Ceibo,CE01,2017,9,11,1,1,CE01_20170911_010000.wav
260,1293,27,3587,49,0,1,56,89,65,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,11,1,2,CE01_20170911_010000.wav1
261,1300,75,3609,8,2,4,0,80,89,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,11,1,3,CE01_20170911_010000.wav2
262,1015,54,3709,165,0,1,0,79,144,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,11,1,4,CE01_20170911_010000.wav3
263,270,86,4449,159,4,26,1,65,107,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,11,1,5,CE01_20170911_010000.wav4
264,63,75,4667,103,0,9,0,98,152,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,11,1,6,CE01_20170911_010000.wav5
265,242,250,4635,16,4,16,0,4,0,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,11,2,1,CE01_20170911_020000.wav
266,437,522,4172,20,0,2,2,7,5,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,11,2,2,CE01_20170911_020000.wav1
267,662,329,4139,9,1,9,9,8,1,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,11,2,3,CE01_20170911_020000.wav2
268,600,332,4186,5,0,3,32,9,0,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,11,2,4,CE01_20170911_020000.wav3
269,353,168,4553,6,0,4,62,16,5,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,11,2,5,CE01_20170911_020000.wav4
270,317,148,4640,15,0,2,40,5,0,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,11,2,6,CE01_20170911_020000.wav5
271,645,1395,3033,61,0,2,27,3,1,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,11,3,1,CE01_20170911_030000.wav
272,172,1778,3170,32,1,2,9,3,0,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,11,3,2,CE01_20170911_030000.wav1
273,182,1674,3234,47,0,2,23,3,2,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,11,3,3,CE01_20170911_030000.wav2
274,273,1686,3152,26,0,12,13,4,1,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,11,3,4,CE01_20170911_030000.wav3
275,182,1611,3260,76,0,6,24,8,0,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,11,3,5,CE01_20170911_030000.wav4
276,146,1641,3270,41,0,0,37,27,5,0,0,0,0,0,0,0,Ceibo,CE01,2017,9,11,3,6,CE01_20170911_030000.wav5
277,303,8,30,4794,2,1,16,11,2,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,18,1,CE02_20170908_180000.wav
278,0,0,0,5167,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,18,2,CE02_20170908_180000.wav1
279,0,0,0,5167,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,18,3,CE02_20170908_180000.wav2
280,39,0,9,5118,1,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,18,4,CE02_20170908_180000.wav3
281,0,0,0,5167,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,18,5,CE02_20170908_180000.wav4
282,11,0,14,5139,3,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,18,6,CE02_20170908_180000.wav5
283,4,256,1197,3652,7,27,16,6,2,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,19,1,CE02_20170908_190000.wav
284,9,314,953,3834,17,26,7,6,1,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,19,2,CE02_20170908_190000.wav1
285,4,387,964,3704,44,41,8,13,2,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,19,3,CE02_20170908_190000.wav2
286,4,400,846,3850,23,36,8,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,19,4,CE02_20170908_190000.wav3
287,80,163,964,3780,126,41,13,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,19,5,CE02_20170908_190000.wav4
288,13,207,1066,3780,28,60,10,2,1,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,19,6,CE02_20170908_190000.wav5
289,69,143,774,2251,1911,12,0,4,3,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,20,1,CE02_20170908_200000.wav
290,1,104,840,2261,1903,25,0,16,17,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,20,2,CE02_20170908_200000.wav1
291,0,93,781,2251,2005,24,1,11,1,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,20,3,CE02_20170908_200000.wav2
292,2,119,794,2402,1807,25,0,11,7,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,20,4,CE02_20170908_200000.wav3
293,4,96,647,2584,1810,13,0,11,2,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,20,5,CE02_20170908_200000.wav4
294,76,126,576,2351,1981,14,1,26,16,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,20,6,CE02_20170908_200000.wav5
295,1410,127,829,2687,10,43,2,38,21,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,21,1,CE02_20170908_210000.wav
296,401,96,774,2561,1202,51,6,54,22,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,21,2,CE02_20170908_210000.wav1
297,23,43,517,2052,2408,29,6,56,32,1,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,21,3,CE02_20170908_210000.wav2
298,0,57,856,2369,1730,53,1,72,29,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,21,4,CE02_20170908_210000.wav3
299,2,44,988,2280,1659,30,5,92,67,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,21,5,CE02_20170908_210000.wav4
300,2,95,1163,2263,1493,37,2,83,29,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,21,6,CE02_20170908_210000.wav5
301,0,19,2474,155,2394,43,0,69,13,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,22,1,CE02_20170908_220000.wav
302,0,28,2188,306,2495,23,0,110,17,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,22,2,CE02_20170908_220000.wav1
303,0,28,2522,170,2241,21,0,154,31,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,22,3,CE02_20170908_220000.wav2
304,0,20,2340,177,2488,35,0,82,25,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,22,4,CE02_20170908_220000.wav3
305,1,33,2773,242,1941,52,0,107,18,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,22,5,CE02_20170908_220000.wav4
306,2,58,3666,121,1102,56,0,137,25,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,22,6,CE02_20170908_220000.wav5
307,0,27,2780,478,1731,9,0,111,31,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,23,1,CE02_20170908_230000.wav
308,4,30,2850,223,1933,9,2,90,26,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,23,2,CE02_20170908_230000.wav1
309,3,21,2499,661,1872,4,0,83,24,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,23,3,CE02_20170908_230000.wav2
310,0,13,2199,396,2437,8,0,93,21,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,23,4,CE02_20170908_230000.wav3
311,0,23,2502,323,2171,11,0,108,29,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,23,5,CE02_20170908_230000.wav4
312,0,24,1909,272,2825,10,0,99,28,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,8,23,6,CE02_20170908_230000.wav5
313,66,336,2871,138,1676,26,1,45,8,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,0,1,CE02_20170909_000000.wav
314,17,292,2957,262,1579,9,0,46,5,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,0,2,CE02_20170909_000000.wav1
315,17,157,2540,268,2148,1,0,35,1,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,0,3,CE02_20170909_000000.wav2
316,0,94,2824,193,2021,4,0,24,7,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,0,4,CE02_20170909_000000.wav3
317,1,169,2808,299,1850,7,6,17,10,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,0,5,CE02_20170909_000000.wav4
318,3,122,2881,255,1867,9,2,26,2,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,0,6,CE02_20170909_000000.wav5
319,33,1264,2293,204,1356,2,0,14,1,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,1,1,CE02_20170909_010000.wav
320,60,973,2848,436,827,1,10,5,7,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,1,2,CE02_20170909_010000.wav1
321,164,1025,3596,365,0,0,0,3,14,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,1,3,CE02_20170909_010000.wav2
322,60,1365,3364,351,0,1,1,10,15,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,1,4,CE02_20170909_010000.wav3
323,57,1380,3096,379,226,2,8,12,6,1,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,1,5,CE02_20170909_010000.wav4
324,50,574,3247,200,1076,0,0,16,4,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,1,6,CE02_20170909_010000.wav5
325,8,266,2360,564,1955,0,0,6,8,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,2,1,CE02_20170909_020000.wav
326,48,504,2765,130,1683,2,0,23,12,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,2,2,CE02_20170909_020000.wav1
327,99,531,3643,506,331,0,0,36,21,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,2,3,CE02_20170909_020000.wav2
328,61,589,4197,270,0,0,4,34,12,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,2,4,CE02_20170909_020000.wav3
329,48,666,3677,717,0,0,2,20,37,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,2,5,CE02_20170909_020000.wav4
330,47,897,3286,824,18,1,0,48,46,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,2,6,CE02_20170909_020000.wav5
331,2074,598,2206,286,0,1,1,0,1,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,3,1,CE02_20170909_030000.wav
332,1331,447,2655,733,0,1,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,3,2,CE02_20170909_030000.wav1
333,306,1085,3366,397,6,2,0,4,1,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,3,3,CE02_20170909_030000.wav2
334,129,569,3198,882,385,0,0,2,2,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,3,4,CE02_20170909_030000.wav3
335,49,694,3088,360,966,1,0,1,8,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,3,5,CE02_20170909_030000.wav4
336,81,1283,3340,228,222,1,3,1,8,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,3,6,CE02_20170909_030000.wav5
337,173,43,1489,3452,1,6,2,1,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,7,1,CE02_20170909_070000.wav
338,64,71,1554,3462,4,4,2,6,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,7,2,CE02_20170909_070000.wav1
339,95,39,1755,3263,5,6,3,1,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,7,3,CE02_20170909_070000.wav2
340,146,24,1736,3259,0,0,2,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,7,4,CE02_20170909_070000.wav3
341,206,7,1550,3404,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,7,5,CE02_20170909_070000.wav4
342,140,42,1734,3248,3,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,7,6,CE02_20170909_070000.wav5
343,0,773,4109,285,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,8,1,CE02_20170909_080000.wav
344,0,566,4132,469,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,8,2,CE02_20170909_080000.wav1
345,0,470,4398,299,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,8,3,CE02_20170909_080000.wav2
346,0,675,4311,181,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,8,4,CE02_20170909_080000.wav3
347,0,440,4550,177,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,8,5,CE02_20170909_080000.wav4
348,1,460,4627,79,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,8,6,CE02_20170909_080000.wav5
349,21,362,3678,801,0,0,296,9,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,9,1,CE02_20170909_090000.wav
350,111,365,3787,904,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,9,2,CE02_20170909_090000.wav1
351,656,176,3738,597,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,9,3,CE02_20170909_090000.wav2
352,408,614,3545,600,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,9,4,CE02_20170909_090000.wav3
353,207,443,3665,851,1,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,9,5,CE02_20170909_090000.wav4
354,34,407,3914,779,3,30,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,9,6,CE02_20170909_090000.wav5
355,259,84,4251,573,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,10,1,CE02_20170909_100000.wav
356,331,319,4154,349,0,14,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,10,2,CE02_20170909_100000.wav1
357,100,399,3822,775,27,28,6,10,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,10,3,CE02_20170909_100000.wav2
358,49,235,4251,619,3,7,1,2,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,10,4,CE02_20170909_100000.wav3
359,22,210,4471,441,0,0,1,22,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,10,5,CE02_20170909_100000.wav4
360,30,260,4476,400,1,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,10,6,CE02_20170909_100000.wav5
361,79,607,3096,1344,14,15,2,10,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,11,1,CE02_20170909_110000.wav
362,295,147,3179,1544,2,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,11,2,CE02_20170909_110000.wav1
363,259,10,2283,2610,0,0,0,0,0,0,5,0,0,0,0,0,Ceibo,CE02,2017,9,9,11,3,CE02_20170909_110000.wav2
364,22,0,1411,3734,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,11,4,CE02_20170909_110000.wav3
365,18,0,1481,3668,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,11,5,CE02_20170909_110000.wav4
366,4,1,1777,3385,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,11,6,CE02_20170909_110000.wav5
367,4,105,839,4219,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,12,1,CE02_20170909_120000.wav
368,3,356,1933,2874,1,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,12,2,CE02_20170909_120000.wav1
369,4,538,3091,1534,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,12,3,CE02_20170909_120000.wav2
370,2,434,3239,1492,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,12,4,CE02_20170909_120000.wav3
371,1,698,3289,1179,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,12,5,CE02_20170909_120000.wav4
372,12,475,2902,1778,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,12,6,CE02_20170909_120000.wav5
373,90,725,3070,1281,0,0,0,1,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,13,1,CE02_20170909_130000.wav
374,48,711,3260,1147,0,0,1,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,13,2,CE02_20170909_130000.wav1
375,44,488,3764,871,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,13,3,CE02_20170909_130000.wav2
376,36,680,3628,823,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,13,4,CE02_20170909_130000.wav3
377,65,755,3639,707,1,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,13,5,CE02_20170909_130000.wav4
378,42,806,3749,570,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,13,6,CE02_20170909_130000.wav5
379,0,621,4075,471,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,14,1,CE02_20170909_140000.wav
380,3,608,3980,576,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,14,2,CE02_20170909_140000.wav1
381,0,310,3321,1536,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,14,3,CE02_20170909_140000.wav2
382,0,734,3375,1058,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,14,4,CE02_20170909_140000.wav3
383,0,353,4141,673,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,14,5,CE02_20170909_140000.wav4
384,0,404,3799,964,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,14,6,CE02_20170909_140000.wav5
385,0,0,0,5165,1,1,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,18,1,CE02_20170909_180000.wav
386,0,0,0,5167,0,0,0,0,0,0,0,0,0,0,0,0,Ceibo,CE02,2017,9,9,18,2,CE02_20170909_180000.wav1
